RiskAdjustedReturn,TransactionFrequency,TransactionFees,EstimatedAvgReturnPrivateAsset,EstimatedReturnPublicAsset,EstimatedAvgReturnCommodities,FuturePricesNaturalGas,SPVolatilityIndex,BloombergHedgeFundIndex,RealEstateIndex,SPPrivateEquityIndex,CreditScore,AccountType,RiskType,FinancialGoalUpdated,CustomerRevenueFall70,CustomerRevenueRecovery40,SentimentAnalysis,Churn
73,21,4,32,17,19,6,131,1955,3710,315,1,0,4,1,1,0,1,1
69,10,5,20,31,35,2,128,1451,2455,403,0,0,1,1,1,0,0,1
45,36,2,17,29,13,2,132,1693,1935,376,3,1,0,0,0,0,2,1
56,18,5,31,11,29,3,100,1735,3866,352,1,0,2,0,0,0,0,1
65,11,4,7,30,23,6,122,1119,1873,393,3,0,2,0,1,1,0,1
43,36,0,36,29,29,5,99,1648,2468,371,3,0,0,0,0,0,2,1
37,17,2,12,17,19,3,101,2205,1726,347,0,0,1,1,0,1,0,1
41,39,1,33,16,41,6,175,1550,2701,413,2,0,3,0,0,0,1,1
26,8,6,10,24,39,4,128,1732,2334,335,2,1,2,0,0,0,0,1
35,24,2,16,10,16,4,139,1848,3697,391,0,0,0,1,0,0,1,1
67,27,3,44,27,37,2,108,1024,2260,392,3,0,1,0,0,0,1,1
13,16,6,13,21,34,3,119,1007,1440,308,2,0,0,0,0,0,2,1
22,15,3,18,11,31,4,158,2186,3856,344,3,0,3,0,0,1,0,1
43,39,3,47,12,31,5,121,2450,3381,386,1,1,1,0,0,0,1,1
46,30,4,19,14,8,3,97,1387,2246,391,1,0,0,0,0,1,1,1
42,40,0,25,21,21,5,104,1646,2447,359,2,0,0,0,0,0,2,1
21,38,4,13,15,16,2,91,2145,1677,349,2,0,1,0,1,1,0,1
46,18,5,31,21,45,6,197,1444,1514,364,3,0,0,0,0,1,0,1
42,25,6,32,20,12,4,163,2247,1199,306,1,1,2,0,0,0,2,1
45,6,4,37,26,30,3,186,1211,2771,345,1,0,1,0,0,0,0,1
42,27,3,15,5,33,5,190,1528,1141,333,1,0,1,1,0,1,2,1
3,11,2,35,9,21,3,178,1843,1776,359,2,0,3,0,0,0,2,1
53,16,2,26,16,40,3,191,1596,3314,387,2,0,4,0,0,0,2,1
67,41,6,37,16,38,3,154,1916,2029,363,1,0,1,0,0,1,0,1
64,36,2,19,11,24,5,151,1393,1309,348,0,0,3,1,0,0,2,1
55,43,5,34,2,15,3,114,2340,2739,342,1,0,2,0,0,0,1,1
41,1,6,35,13,6,7,113,2129,3040,351,3,1,3,1,1,0,0,1
19,12,3,15,9,28,4,157,2181,3855,334,3,0,3,0,0,1,0,1
64,24,5,17,31,52,3,173,1241,2100,310,2,0,1,0,0,1,0,1
44,12,6,30,21,33,5,183,2359,3859,331,3,1,0,0,1,0,1,1
76,27,1,33,3,16,4,88,1467,1721,393,0,0,3,0,1,0,1,1
34,32,2,37,25,49,4,164,2234,3853,399,1,0,1,0,0,0,0,1
25,10,3,3,1,25,4,192,2036,2512,388,2,0,3,0,0,0,0,1
75,23,3,14,26,25,4,141,2441,1543,344,4,0,0,0,0,1,2,1
22,30,5,30,16,34,6,117,1696,2985,318,1,0,0,0,0,0,1,1
54,13,0,36,28,21,6,127,1293,1331,319,1,0,1,0,1,0,1,1
29,32,2,19,19,25,3,125,2449,3763,410,0,0,3,1,0,0,0,1
36,34,3,35,22,24,7,155,1043,2512,338,4,1,2,1,0,0,1,1
24,28,1,17,1,48,6,179,1497,1159,356,1,1,3,1,1,0,2,1
77,44,4,36,13,31,3,119,1869,2201,324,1,0,0,0,0,0,0,1
61,25,5,40,11,31,7,139,1896,3128,353,0,0,1,0,0,0,0,1
84,11,7,47,20,11,3,156,1884,2615,386,0,1,0,0,0,0,1,1
47,30,0,19,23,16,5,176,1456,2910,372,3,0,1,0,0,0,2,1
54,5,1,21,23,45,2,132,1694,3819,333,2,0,2,0,0,0,0,1
69,11,6,32,34,30,6,167,2167,3284,380,1,1,3,0,0,0,1,1
28,5,5,6,9,5,7,110,1133,3948,349,2,0,1,0,0,0,2,1
46,10,4,24,24,23,5,145,1181,1822,362,1,0,2,0,1,0,0,1
45,20,6,8,23,29,3,189,1555,2106,327,1,1,3,0,0,1,1,1
42,9,5,4,5,9,6,185,1365,1299,308,0,0,2,1,0,0,2,1
39,24,6,38,23,50,5,126,1464,2423,363,3,1,0,0,0,0,0,1
19,26,3,27,11,16,6,158,2147,1880,390,3,1,1,0,1,1,0,1
71,12,5,44,26,24,4,170,1566,1902,342,0,0,3,0,0,0,2,1
58,12,1,19,14,32,7,104,2158,2980,381,2,1,3,1,1,0,0,1
77,12,1,41,23,31,4,191,1473,3547,357,3,0,0,1,0,0,1,1
69,40,5,29,1,8,6,99,2311,2708,345,1,0,2,0,0,0,1,1
36,10,5,20,29,16,4,105,2472,1807,304,1,1,2,1,0,0,2,1
29,13,8,32,23,10,2,164,1592,1345,382,2,0,2,1,0,0,2,1
53,35,3,19,22,10,6,155,1102,3481,328,2,1,0,1,1,0,0,1
32,11,5,12,21,17,3,140,1742,2337,324,0,0,2,1,0,0,1,1
19,30,1,33,30,31,2,185,2229,2819,390,3,0,3,0,0,0,2,1
51,17,1,20,7,16,5,157,1951,3951,340,3,1,1,1,1,0,0,1
70,38,5,27,29,16,3,181,1797,1127,339,3,0,0,0,0,0,0,1
54,40,3,39,21,36,2,139,1898,1266,355,2,0,1,0,1,0,1,1
61,42,4,37,13,32,2,117,1859,2179,328,2,0,1,0,0,0,1,1
57,7,5,47,29,24,4,137,2150,1467,384,2,0,1,0,0,0,1,1
31,44,2,32,25,15,5,136,1027,3846,368,2,1,3,0,0,0,1,1
37,37,2,10,6,24,3,180,2374,3920,400,2,0,0,1,1,0,2,1
28,6,6,9,21,27,3,135,1738,2333,328,0,1,2,0,0,0,1,1
48,31,5,39,4,51,3,117,1869,2262,400,2,0,2,0,0,0,1,1
15,27,5,30,13,28,6,178,2054,3122,372,1,1,3,0,0,1,0,1
51,23,6,22,14,52,4,168,2056,3710,352,1,0,2,0,0,0,1,1
31,33,3,11,31,15,3,146,1802,3705,341,1,0,0,0,0,0,0,1
49,22,3,40,31,37,2,135,1019,2271,392,3,0,2,0,0,0,1,1
13,22,0,32,6,49,5,99,1350,1426,374,1,0,3,1,0,0,2,1
33,21,0,17,13,33,4,122,1182,2690,350,2,0,2,1,0,0,1,1
43,34,5,28,18,45,4,150,2312,3177,304,3,0,3,0,0,1,0,1
27,7,6,9,22,31,3,133,1736,2333,330,1,1,2,0,0,0,1,1
34,26,3,37,14,39,6,101,1015,1788,340,0,0,0,0,0,0,0,1
75,13,2,21,29,32,5,107,1956,3727,306,0,0,4,1,1,0,1,1
50,21,1,17,7,10,4,164,1926,3965,343,2,1,2,1,1,0,0,1
23,19,7,28,28,35,2,99,1949,1239,363,1,0,0,0,1,1,2,1
29,27,1,16,1,46,6,186,1507,1155,348,1,0,2,1,0,1,2,1
61,19,1,19,26,19,6,135,1305,1362,308,1,0,1,0,0,0,2,1
49,4,4,11,4,25,2,100,1930,3476,353,1,0,3,0,0,0,0,1
12,12,2,7,1,20,6,185,2037,2497,394,2,0,1,0,0,0,0,1
35,43,2,17,19,25,7,128,1254,1181,334,0,0,3,1,1,0,1,1
39,22,7,47,13,26,4,156,1348,2895,308,3,0,4,1,0,0,0,1
40,39,5,30,28,47,4,137,2326,3182,305,3,0,3,0,0,1,0,1
30,31,2,19,19,26,3,125,2448,3763,409,0,0,3,1,0,0,0,1
50,4,5,39,17,2,6,110,2124,3062,339,3,1,2,0,1,1,1,1
36,25,2,4,22,23,2,118,1920,3554,357,1,0,0,0,0,0,0,1
15,11,0,28,23,17,7,143,2097,2490,393,1,0,2,0,0,0,1,1
47,15,7,34,26,7,2,191,1609,1347,396,2,0,2,0,0,0,1,1
46,34,0,20,10,14,3,149,1828,3714,384,1,0,0,0,0,0,1,1
6,35,1,12,32,28,4,183,2235,3993,353,2,1,2,0,0,0,1,1
29,38,4,44,12,9,6,111,1205,1856,402,3,1,3,1,1,0,0,1
85,14,1,13,24,21,2,114,1347,2267,355,3,0,0,0,0,1,0,1
86,11,6,40,23,13,2,147,1894,2611,384,0,1,0,0,1,0,1,1
60,13,5,10,31,19,2,170,2388,2089,355,2,0,2,0,0,0,1,1
28,9,4,2,1,26,4,194,2036,2515,387,2,0,3,0,0,0,0,1
32,28,4,41,10,31,5,190,1210,1368,358,2,0,0,0,0,1,1,1
72,23,4,36,14,15,6,138,1954,3705,318,2,0,4,1,1,0,1,1
50,17,4,29,12,29,4,102,1737,3866,347,1,0,2,0,0,0,0,1
7,18,1,28,12,31,6,173,1444,3742,364,1,0,1,1,0,0,0,1
42,22,5,20,29,25,3,129,1185,1533,411,3,0,3,0,0,1,1,1
34,29,6,43,8,39,6,128,1225,3482,349,3,0,2,0,0,0,1,1
35,27,4,35,9,33,6,110,1692,2974,329,2,0,0,0,0,0,1,1
5,10,1,10,21,31,2,124,2056,3817,398,1,0,1,1,0,0,1,1
16,28,5,30,13,9,4,186,2230,1210,307,0,0,1,0,0,0,1,1
37,10,2,18,23,22,7,120,2159,2971,373,2,0,2,0,0,0,0,1
71,13,4,12,20,27,2,138,1696,2651,400,1,0,2,0,1,0,2,1
52,26,3,3,19,18,5,113,1533,2625,409,1,0,1,0,0,1,1,1
86,24,2,42,12,32,4,139,1041,3774,363,1,0,2,0,0,0,1,1
29,7,2,28,7,2,2,121,1017,3582,320,2,0,2,0,0,0,1,1
18,39,3,41,24,42,2,176,2304,1528,324,2,0,3,0,0,1,0,1
40,23,4,28,17,41,6,135,1085,1725,399,3,0,1,0,0,0,0,1
33,21,3,9,24,17,5,139,2287,2424,329,2,0,0,0,0,0,2,1
63,6,5,48,32,17,3,123,2340,1733,324,2,0,4,0,1,0,1,1
49,23,0,17,26,7,4,168,1453,2891,380,3,0,1,0,0,0,1,1
81,18,3,10,20,25,2,133,1684,2665,392,1,0,1,0,1,0,2,1
47,10,2,26,14,30,6,148,2394,3633,355,2,0,2,0,0,1,1,1
14,41,2,20,22,30,4,121,1936,1821,381,1,1,2,1,0,1,0,1
35,14,6,4,3,9,4,134,1526,3868,418,2,0,2,0,0,0,1,1
42,34,3,26,34,11,6,167,2158,3317,374,2,1,1,0,0,0,0,1
60,6,1,17,15,45,3,184,1595,3304,409,3,0,4,0,0,0,2,1
44,15,5,11,31,12,3,166,2373,2046,342,2,0,3,0,0,1,2,1
50,11,0,39,29,22,6,124,1291,1326,322,1,0,1,0,1,0,0,1
8,19,2,23,23,19,5,170,1648,1627,333,4,0,1,0,0,1,0,1
28,16,6,39,19,28,3,136,2072,2071,350,1,0,2,0,0,0,0,1
49,19,5,31,25,43,6,114,1082,1721,395,3,0,1,0,0,0,0,1
34,17,4,7,24,37,2,169,1515,1269,365,3,1,1,1,0,0,0,1
35,28,4,36,16,16,6,124,1190,1846,392,2,1,3,1,1,0,0,1
24,29,1,18,2,47,6,176,1495,1159,357,1,1,3,1,1,0,2,1
83,11,2,31,28,40,2,118,1335,2297,345,3,0,0,0,0,1,1,1
56,9,1,19,23,43,2,139,1699,3818,339,2,0,2,0,0,0,0,1
21,13,5,11,13,20,6,128,1865,3678,391,0,0,1,1,0,0,0,1
67,16,5,25,13,34,4,153,1357,2623,325,1,0,2,0,0,0,0,1
34,43,4,43,12,9,5,105,1226,1864,407,4,0,3,1,0,0,0,1
35,3,6,9,27,30,4,150,1584,1601,378,2,1,2,0,0,0,2,1
52,16,2,16,17,24,4,107,1780,3938,362,1,0,1,0,0,0,2,1
61,1,2,9,27,40,3,128,1563,1553,354,2,1,1,0,0,0,0,1
6,10,6,10,7,27,2,103,2017,3851,392,1,0,3,1,0,0,0,1
71,12,3,41,24,3,4,101,2125,3087,323,2,1,1,0,1,1,1,1
83,12,2,26,27,34,2,117,1339,2288,348,3,0,0,0,0,1,1,1
17,43,6,29,0,18,2,88,1836,2790,360,2,0,1,0,0,1,1,1
30,20,5,23,18,40,3,141,1274,2918,330,1,0,3,1,0,0,0,1
7,29,2,25,25,25,4,188,2265,1224,340,1,0,0,0,0,0,0,1
68,17,4,35,21,30,4,162,1085,3748,378,2,0,2,0,0,0,2,1
16,23,1,20,17,7,4,138,1629,1925,352,0,1,0,0,0,0,2,1
34,24,1,25,23,33,4,124,2435,3757,407,0,0,3,1,0,0,1,1
80,24,0,37,21,24,4,125,1806,3223,333,0,0,3,0,1,0,0,1
41,36,3,25,34,10,6,167,2158,3319,373,2,1,1,0,0,0,0,1
42,21,4,30,17,30,6,116,1026,1253,409,0,1,1,1,0,0,0,1
35,21,7,40,31,28,2,168,2466,2452,309,3,0,2,1,0,0,2,1
59,19,0,42,18,26,5,191,1488,3545,386,3,0,1,1,0,0,1,1
56,15,6,12,21,10,4,142,1790,2540,380,3,0,1,0,0,0,1,1
7,35,1,13,32,27,4,182,2235,3992,352,2,1,2,0,0,0,1,1
15,21,6,16,13,13,4,144,2238,2761,404,3,0,3,0,0,0,2,1
32,9,2,27,27,33,6,111,1263,1346,340,2,0,3,0,0,0,1,1
45,27,0,15,25,7,5,174,1456,2899,374,3,0,1,0,0,0,2,1
67,32,6,43,12,12,3,156,1868,2608,376,0,1,0,0,0,0,1,1
42,30,5,38,11,19,5,98,2263,1927,329,2,0,4,1,0,0,0,1
48,36,4,27,30,42,5,195,1055,2817,389,4,1,2,0,0,0,1,1
32,38,3,3,8,33,5,125,1555,2608,414,1,0,1,0,0,1,1,1
37,44,6,36,9,13,3,123,2383,2797,337,1,0,2,1,0,0,0,1
38,16,1,41,29,17,5,154,1399,3825,375,0,0,0,1,0,0,1,1
84,44,4,35,13,30,3,120,1872,2212,322,1,0,0,1,0,0,0,1
20,31,5,19,12,48,3,120,1685,3843,327,3,1,3,0,1,0,1,1
6,20,1,25,13,29,6,174,1444,3744,364,1,0,1,1,0,0,0,1
31,18,4,38,4,24,5,187,1222,1389,347,3,1,0,0,0,0,1,1
9,21,1,37,18,18,5,147,2321,1762,337,3,0,3,1,1,0,1,1
63,43,4,37,13,31,3,118,1860,2181,328,2,0,0,0,0,0,0,1
39,12,4,20,29,18,4,106,2474,1804,304,1,1,2,1,0,0,2,1
25,32,4,23,12,25,7,160,1296,1171,328,3,0,1,1,1,0,0,1
55,33,4,29,23,23,6,134,1037,2505,354,4,1,2,1,1,0,1,1
61,9,4,45,26,23,6,187,1115,1795,388,3,1,3,0,0,1,0,1
81,6,7,45,22,13,3,151,1888,2623,390,0,0,0,1,0,0,1,1
21,18,6,40,11,42,3,115,2052,2071,330,3,0,0,0,0,0,1,1
78,15,2,42,26,3,3,98,2126,3096,318,2,1,1,0,1,1,1,1
82,17,6,23,30,4,5,148,1622,3505,398,2,0,0,0,0,1,1,1
44,19,6,24,4,32,6,121,2221,2754,358,2,1,2,1,0,0,2,1
4,37,4,17,1,34,6,178,2073,3169,339,1,1,3,1,0,0,0,1
82,11,6,28,28,48,3,96,1719,2469,341,2,0,3,1,0,0,1,1
23,26,5,5,30,43,6,114,2225,1738,320,1,1,0,0,0,0,1,1
48,10,3,13,27,15,4,173,2404,2087,362,2,0,2,0,0,0,1,1
6,21,1,22,13,28,6,174,1444,3745,364,1,0,1,1,0,0,0,1
44,18,4,23,14,40,5,114,1459,2419,366,2,1,1,0,0,0,0,1
8,34,3,43,14,45,2,176,2350,1513,330,4,0,3,1,0,1,0,1
60,8,4,40,20,2,5,105,2125,3074,331,3,1,2,0,1,1,1,1
78,17,6,39,15,9,2,173,1509,2070,358,3,0,2,0,0,0,0,1
6,23,4,36,32,14,4,163,1683,3900,396,0,0,1,0,1,1,1,1
47,23,5,14,14,41,2,103,1440,1777,400,3,0,1,0,1,0,0,1
17,27,6,15,29,38,6,109,1120,3126,389,2,0,1,0,0,0,2,1
60,7,4,17,28,22,4,115,1428,3082,358,2,1,4,1,0,0,0,1
30,18,3,10,11,22,3,104,1761,3899,355,2,0,0,0,0,0,1,1
55,29,7,31,19,53,4,145,1454,2448,344,4,0,1,0,0,0,0,1
6,29,5,43,12,44,2,178,2352,1518,332,4,0,2,1,0,1,1,1
24,1,1,12,9,0,2,195,1309,1622,351,1,0,2,0,0,0,2,1
81,39,2,23,20,29,4,178,1732,2396,354,3,0,2,0,0,0,0,1
31,44,2,31,25,17,5,139,1026,3847,369,2,1,3,0,0,0,1,1
65,37,5,9,29,24,4,183,1778,1150,352,1,0,1,0,0,0,1,1
4,16,6,14,25,36,3,97,1001,1427,306,3,0,0,0,0,0,2,1
52,21,1,20,26,9,4,164,1452,2889,383,3,0,1,0,0,0,1,1
52,39,4,32,27,7,3,140,1747,2359,329,3,0,3,1,0,0,1,1
22,31,4,23,16,20,7,162,1317,1193,335,4,0,1,0,1,0,0,1
30,11,2,33,14,20,4,91,1997,2139,362,2,0,0,0,0,0,2,1
77,29,3,45,26,37,2,94,1027,2254,392,3,0,1,0,0,0,1,1
48,9,1,18,20,29,7,111,2161,2980,374,2,0,3,0,0,0,0,1
28,43,2,21,29,1,6,166,2150,3350,364,2,1,0,0,0,0,0,1
41,20,6,12,24,36,4,188,1549,2091,319,1,1,2,0,0,1,1,1
78,17,1,23,19,14,3,101,1848,2247,327,2,0,0,1,0,0,1,1
15,15,6,39,5,33,2,193,1882,1702,382,2,0,3,0,0,0,2,1
39,32,7,24,9,31,5,110,1125,1188,337,4,0,1,0,0,0,0,1
41,30,7,19,33,35,2,100,1133,1538,398,4,0,3,0,0,1,1,1
34,33,6,43,24,26,2,109,1905,1265,371,2,0,0,0,1,0,1,1
23,31,4,23,14,22,7,162,1309,1182,331,4,0,1,0,1,0,0,1
57,39,3,32,27,36,5,196,1044,2797,396,4,1,1,0,0,0,1,1
0,22,4,15,6,30,5,169,2127,3143,345,1,1,4,1,0,1,0,1
23,39,1,24,18,23,3,125,1462,1155,380,1,1,3,1,1,0,2,1
64,17,4,35,20,8,4,122,1816,2381,316,4,0,1,0,0,0,0,1
46,26,2,35,16,35,3,198,1596,3324,365,2,0,4,0,0,0,2,1
28,17,4,37,34,36,2,164,1013,2284,392,2,1,2,1,0,0,1,1
39,16,1,25,8,24,4,96,1638,3278,395,1,0,2,0,0,0,2,1
5,10,1,10,21,31,2,124,2055,3818,398,1,0,1,1,0,0,1,1
43,40,4,8,15,36,6,129,2367,1509,374,1,0,2,1,1,1,0,1
48,24,2,33,16,36,3,196,1596,3322,369,2,0,4,0,0,0,2,1
41,41,0,22,19,19,5,106,1646,2441,355,1,0,1,0,0,0,2,1
37,26,3,16,13,48,6,182,1892,3348,359,1,0,2,1,0,0,2,1
58,0,0,8,26,51,3,119,1566,1546,343,3,1,1,0,0,0,0,1
46,43,5,33,8,11,4,149,1859,2596,364,0,1,0,0,0,0,2,1
26,8,6,10,25,42,4,126,1730,2334,338,2,1,2,0,0,0,0,1
3,18,6,46,13,17,5,121,2115,2681,367,3,0,3,1,1,0,1,1
39,31,5,40,12,39,6,129,1221,3492,348,3,0,2,0,0,0,1,1
13,34,3,29,17,36,4,145,1948,1819,372,2,1,1,1,0,1,1,1
49,40,4,13,16,39,6,120,2368,1498,382,1,0,2,1,1,1,0,1
19,21,5,15,19,39,5,107,1096,3116,397,1,0,1,0,0,0,2,1
32,21,5,25,17,38,3,145,1281,2916,328,1,0,3,1,0,0,0,1
44,31,5,27,13,44,4,158,2304,3174,304,2,0,2,0,0,1,0,1
28,36,2,35,19,21,7,159,1040,2520,334,4,1,1,1,0,0,1,1
26,8,6,10,25,44,4,125,1730,2334,339,2,1,2,0,0,0,0,1
24,2,6,20,28,9,4,102,2461,1819,304,1,1,2,1,0,0,2,1
50,11,6,12,30,38,4,121,1419,3052,388,0,1,4,1,0,0,1,1
24,4,3,19,27,10,2,159,2343,3389,302,3,0,1,0,0,0,2,1
12,27,5,38,13,42,4,168,1961,1817,364,3,1,0,1,0,1,1,1
28,13,8,32,22,10,2,162,1591,1345,382,1,0,2,1,0,0,2,1
51,13,7,22,28,49,4,124,1391,2426,385,2,0,2,1,1,0,0,1
33,33,3,12,28,15,3,146,1805,3706,347,1,0,0,0,0,0,0,1
5,15,4,31,21,14,4,157,2140,2666,331,1,1,1,1,1,0,0,1
10,11,3,17,31,6,7,143,2155,2947,371,2,0,1,0,0,0,0,1
75,44,5,18,11,19,3,176,1065,2467,356,1,1,1,0,1,0,1,1
30,25,2,30,18,39,4,164,2199,3859,374,2,0,1,0,0,1,0,1
46,27,3,6,7,16,2,129,1758,3916,371,2,0,1,0,1,0,1,1
65,11,4,7,30,23,6,122,1119,1873,393,3,0,2,0,1,1,0,1
31,29,3,14,19,35,6,151,2098,1707,309,1,0,2,0,0,1,0,1
39,24,6,37,23,49,5,125,1464,2423,364,3,1,0,0,0,0,0,1
82,28,7,46,16,24,3,164,1930,1501,352,2,0,0,0,0,0,2,1
45,29,4,17,25,39,6,197,1459,1526,341,3,0,0,0,0,1,1,1
12,21,2,25,11,53,6,92,1898,2272,392,1,0,2,0,0,0,0,1
83,22,3,13,24,14,4,126,2471,1531,376,4,0,0,0,0,1,2,1
